Gene_Symbol	MCF10A_1_FPKM	MCF10A_2_FPKM	MCF10A_3_FPKM	MCF10A_4_FPKM	MDA_MB-231_1_FPKM	MDA_MB-231_2_FPKM	MDA_MB-231_3_FPKM	MDA_MB-231_4_FPKM	MDA_MB-231/MCF10A.fc	MDA_MB-231/MCF10A.baseMean	MDA_MB-231/MCF10A.lfcSE	MDA_MB-231/MCF10A.stat	MDA_MB-231/MCF10A.raw.pval	MDA_MB-231/MCF10A.bh.pval	MCF10A.mean	MDA_MB-231.mean	N_MCF10A_1	N_MCF10A_2	N_MCF10A_3	N_MCF10A_4	N_MDA_MB-231_1	N_MDA_MB-231_2	N_MDA_MB-231_3	N_MDA_MB-231_4	MCF10A_1_Read_Count	MCF10A_2_Read_Count	MCF10A_3_Read_Count	MCF10A_4_Read_Count	MDA_MB-231_1_Read_Count	MDA_MB-231_2_Read_Count	MDA_MB-231_3_Read_Count	MDA_MB-231_4_Read_Count
LINC01116	6.223732	5.525818	6.257195	6.485438	5.366968	15.643151	8.17806	15.863767	1.558030268	120.7765699	0.35280633	1.813242015	0.069794502	0.113238487	6.562389575	7.200099208	6.64737241	6.66131443	6.65039907	6.78560745	6.48997662	7.31352903	6.80096362	7.32748201	74	106	96	98	62	169	124	276
C3orf62	2.706963	1.920375	2.552027	2.489826	1.439912	0.943426	1.841881	1.208362	-2.046115475	93.29460439	0.246578449	-4.188880135	2.80334E-05	0.000103699	6.97215826	5.931581992	6.78560696	6.61903529	6.73342176	6.83118829	6.23288643	5.93734765	6.42014897	6.0906279	109	125	132	127	56	35	95	72
C5orf34	0.441594	0.609191	0.670458	0.839271	2.64535	3.983903	1.84865	3.919568	3.988884044	60.73977489	0.352054487	5.669534852	1.43186E-08	9.22827E-08	4.602903529	6.602576062	4.95994554	5.16956242	5.15494756	5.38346458	6.06543799	6.38525837	5.77770424	6.37997974	13	28	25	31	73	103	67	164
MAST4	1.497156	0.6808	1.844305	0.664405	0.363771	0.365853	0.433178	0.248565	-3.611882948	109.1037168	0.377132004	-4.912739089	8.98128E-07	4.38245E-06	7.416358393	5.566341404	7.24422343	6.63120957	7.39806691	6.6172064	6.06667431	6.03777627	6.17880017	5.79200148	179	124	272	96	43	40	67	44
SIMC1	8.848551	8.564857	7.681134	8.0584	6.706178	8.466197	6.047369	8.293814	-1.334454806	362.6086459	0.162395675	-2.563186777	0.010371624	0.021431913	8.695001034	8.27976183	8.49457444	8.72794322	8.5136033	8.67072411	8.29779201	8.45369513	8.26081581	8.44338871	300	554	396	408	245	289	308	460
GUSBP4	0.947308	0.31492	1.259732	0.354079	0.304979	0.400661	0.631774	0.504374	-1.732467046	39.68009209	0.477435766	-1.660595976	0.096794618	0.149618104	5.656267162	4.854404513	5.60446995	4.93901761	5.84369324	4.99767723	4.80960654	4.94624146	5.24527836	5.07850783	53	29	91	25	17	21	45	42
PTAR1	8.530623	7.595162	9.910247	8.448189	6.377834	6.632454	6.964316	6.460237	-1.522462858	1036.079755	0.098653369	-6.146845653	7.9039E-10	6.07671E-09	10.28846479	9.682129801	10.10002999	10.12309069	10.23325544	10.21280554	9.79551084	9.80037603	9.86681269	9.78089242	956	1378	1435	1201	693	678	996	1067
ERCC6L2	2.420734	2.406286	2.748851	2.406649	3.681353	3.311919	3.95912	3.549727	1.226907595	415.1389912	0.121506376	2.428075019	0.015179203	0.029915306	8.541976077	8.83778824	8.52382455	8.63465106	8.62316225	8.63140044	8.80231581	8.69044781	8.87025337	8.73096178	279	449	407	352	406	346	579	585
SWI5	14.778753	16.181772	13.43104	17.925948	10.815892	10.043917	10.583404	10.447801	-1.722649189	161.0272893	0.17990518	-4.361347089	1.29264E-05	5.10079E-05	7.670156468	6.887222443	7.39647994	7.59103382	7.33853328	7.66196923	7.1049216	7.05142239	7.06516832	7.04344965	148	261	178	223	107	97	134	155
AGRN	57.104522	51.976774	56.985129	48.774658	48.847832	28.204676	46.807703	27.979925	-1.647541913	4574.683449	0.238516233	-3.019983837	0.002527882	0.006073897	12.47508593	11.75485526	12.31965826	12.36271349	12.31837315	12.30960158	12.12061788	11.65048886	12.08306851	11.64121623	4665	6872	6011	5097	3867	2115	4877	3368
CYSRT1	1.213623	0.898748	0.730818	0.929741	0.344304	1.159105	0.840928	1.327186	-1.193439214	16.76292752	0.442495947	-0.576559149	0.564237302	0.647997013	4.200502887	3.920319384	4.19090169	4.11122697	3.91266931	4.13236196	3.60000728	4.11444141	3.94908422	4.18849971	18	22	14	18	5	16	16	29
RAB15	1.432528	4.121726	2.119114	3.952173	0.255356	0.590013	0.097764	0.557255	-9.197218126	85.02831583	0.576955907	-5.5484267	2.88252E-08	1.7727E-07	7.260729483	4.061934707	5.94980163	7.02075381	6.27397341	6.97472052	4.86430383	5.27111875	4.54350227	5.21563185	57	263	108	198	10	22	5	33
SLC27A1	6.26702	2.772626	6.260593	3.380423	4.153214	1.030976	4.079051	1.196334	-2.021950256	177.8136984	0.514260776	-1.975160368	0.048249952	0.082090838	7.894413192	6.878898547	7.86088621	7.27701376	7.85862848	7.43767604	7.43787238	6.42502567	7.42051588	6.5017395	252	180	324	172	162	38	209	71
RPS10P7	22.883469	15.216578	21.283171	15.150501	37.619091	34.606972	36.501625	33.564358	1.64816521	243.8507723	0.148505749	4.854093988	1.20938E-06	5.75575E-06	7.525909772	8.245086132	7.80124547	7.59404266	7.7456982	7.58683147	8.15843219	8.05991091	8.13264568	8.03471074	176	190	212	148	280	243	358	380
ZC3H6	2.823519	1.279135	2.615685	1.385299	0.4224	0.083121	0.495789	0.082761	-8.411752594	185.5159528	0.592692007	-5.183816183	2.17391E-07	1.17236E-06	8.3732543	5.301677432	8.07807924	7.46274251	8.00423504	7.53217496	6.39911833	5.58531907	6.50926409	5.54638664	364	267	435	227	53	10	82	16
CA13	1.073491	2.164331	0.727397	1.627757	6.463496	3.755087	6.257775	5.040923	3.190668348	169.2918185	0.393805118	4.250474617	2.13318E-05	8.08945E-05	6.334289234	8.010641363	6.49424229	7.08406398	6.25837399	6.86221525	7.84421027	7.33610543	7.81443131	7.59238135	47	151	41	89	270	148	344	320
RN7SL3	3.612524	4.984846	2.793302	3.936575	7.96846	8.950356	9.083224	8.274876	1.830375458	24.78467884	0.312822809	2.787966824	0.005303998	0.011807367	4.124554463	5.005697367	4.3463901	4.56331244	4.21719161	4.43406001	4.72998837	4.7986564	4.82118799	4.73735866	13	27	13	17	26	28	39	41
CENPS	7.041606	6.596732	7.78128	5.831932	7.621954	15.558305	5.709957	13.873649	1.31475172	161.1505719	0.321459612	1.228118151	0.219402618	0.299957878	7.12067101	7.516758756	7.17622526	7.23552254	7.20878797	7.13837372	7.15201945	7.753568	6.96113708	7.59206221	113	171	152	119	114	227	117	304
LINC-PINT	1.713089	0.596831	2.529201	0.726461	0.835042	0.948478	1.238589	1.600237	-1.388176514	41.20690497	0.428598767	-1.104041968	0.269574933	0.35515017	5.586833881	5.102301475	5.60722724	5.05535877	5.80293009	5.05347189	5.04023731	5.05751481	5.26552879	5.39129516	50	32	82	25	23	23	43	61
MALAT1	63.018407	46.940917	82.41631	56.394615	37.894318	23.382612	37.810791	21.445584	-2.379006528	5528.046477	0.267013929	-4.682749087	2.83053E-06	1.26387E-05	12.92629189	11.67600779	12.63710729	12.496024	12.89225609	12.66827955	12.13849148	11.73118215	12.13601453	11.65828079	6120	7344	10402	6998	3592	2085	4719	3044
RNF138P1	0.398577	0.453464	0.418287	0.351976	0.729494	1.203411	0.734541	1.26618	2.02759563	51.70592431	0.285859315	3.567384042	0.000360563	0.001059066	5.0924859	6.114643207	5.31509366	5.47720559	5.33825716	5.31939874	5.65953924	6.02456373	5.66874849	6.07303888	26	47	35	29	45	70	60	119
PSMA3-AS1	16.000113	12.262111	18.579455	12.731377	7.60862	8.266656	6.17842	9.022302	-2.210043358	382.4182528	0.163909839	-6.979902353	2.95385E-12	3.0236E-11	9.04062989	7.896104396	8.82009702	8.72373925	8.95551158	8.7536655	8.14449081	8.19605704	8.00081216	8.26124976	437	550	655	448	202	210	220	368
ZFP91-CNTF	0.360384	0.281114	0.287522	0.153135	0.477521	0.610059	0.230519	0.839277	1.695235431	18.97163602	0.468161093	1.626546198	0.103833514	0.158654778	3.81918239	4.574587522	4.17147811	4.0842934	4.03355369	3.82447957	4.28701055	4.39669446	3.8971389	4.62794848	15	18	15	8	19	22	12	49
AMIGO3	1.475279	1.889616	1.269777	1.874807	1.96983	2.725956	1.860449	1.925555	1.091432175	74.76926172	0.261390442	0.482888657	0.629174796	0.707900428	6.155513832	6.290095463	6.04293079	6.34027861	5.94361054	6.32686528	6.21036357	6.43669548	6.16090092	6.16104603	49	102	55	79	64	83	79	94
ZKSCAN4	2.236568	1.124091	2.276567	1.051331	1.10332	0.781748	1.284544	0.579955	-1.984427754	94.28161701	0.349423895	-2.829580504	0.004660907	0.010508305	6.969699549	5.982389946	6.94668762	6.50527817	6.9517715	6.45024873	6.32639285	6.08081651	6.4483148	5.87484922	132	109	171	80	64	44	99	52
SNHG5	206.611649	92.96888	208.66626	103.929047	279.806915	184.223343	295.746399	189.184097	1.359273395	1294.679549	0.30715594	1.441729107	0.149378809	0.216642233	10.10015288	10.54278693	10.39048302	9.85162375	10.40017595	9.93554282	10.59631499	10.20294811	10.64566778	10.22821456	1168	851	1524	746	1533	949	2133	1576
CENPW	1.908741	3.234228	2.858912	2.19435	6.365642	19.826623	6.355042	11.078189	3.607397609	101.540208	0.409528901	4.519726062	6.19197E-06	2.59504E-05	5.456307033	7.314475464	5.73953859	6.11393381	5.93274597	5.85010244	6.49496508	7.4435499	6.49289369	6.94411692	27	68	48	36	83	235	109	220
CEP85L	1.17418	1.318464	1.552108	1.402716	1.185801	1.447582	0.746382	1.491422	-1.318478228	133.3975279	0.249732728	-1.59720254	0.110220567	0.166945581	7.244163454	6.847885621	6.97569393	7.18269688	7.1962855	7.22720407	6.92116374	7.05566464	6.5865366	7.08174374	101	183	171	152	98	113	82	188
SLC7A5P2	0.588904	3.074058	0.589559	2.543817	3.033727	2.370214	3.092933	2.392328	1.306420445	76.00769957	0.584045647	0.660255369	0.509089966	0.597419822	6.040746637	6.42931555	5.3374122	6.5588537	5.32769599	6.39864629	6.372884	6.15242542	6.38422276	6.15384315	17	141	22	92	84	62	112	100
C6orf120	14.771564	10.4121	13.592529	10.305844	22.864799	16.880772	20.82914	16.054649	1.348050962	877.6966483	0.176255207	2.444608837	0.014500932	0.028748237	9.54607947	9.977016162	9.73722386	9.56414127	9.66707786	9.55238336	10.05590023	9.76168361	9.97188577	9.72120609	700	798	831	619	1049	729	1258	1120
NSUN4	4.160525	4.214481	4.286771	4.319692	3.722716	3.42074	4.620361	3.767604	-1.281423247	278.633572	0.143932727	-2.485515817	0.012936384	0.025996913	8.290392324	7.931837302	8.14005165	8.26761763	8.16483306	8.27679903	8.01982431	7.90879502	8.13263977	7.96019728	237	387	315	308	213	180	322	310
GPR153	3.726435	2.875885	3.939517	3.200334	5.28698	4.425151	5.725909	4.24948	1.23399268	225.6539199	0.166282865	1.824203811	0.068121266	0.110843966	7.658449594	7.961591484	7.73628294	7.64114982	7.78174666	7.72383899	7.96904222	7.7911304	8.03568484	7.7586174	170	212	232	185	234	184	333	285
TMEM189	27.14404	9.239386	9.011015	8.865037	27.236677	25.552955	32.899078	24.674631	1.784679972	615.7088323	0.374152148	2.233490838	0.025516594	0.047095536	8.789472715	9.623765105	9.49329103	8.71743451	8.59238117	8.68222853	9.43306897	9.34496749	9.6179456	9.31887557	696	385	299	289	677	596	1094	932
FGF7P6	0.654296	0.539008	0.633258	0.511162	0.360723	0.120215	0.260722	0.136439	-2.912886922	12.94537645	0.466749589	-3.304662146	0.00095091	0.002538567	4.261239353	2.74730734	3.87432446	3.83140712	3.85295729	3.7806527	3.56421797	3.16697991	3.39541339	3.14746084	17	22	21	16	10	3	9	5
SKIDA1	0.170648	0.162442	0.205232	0.113739	0.106231	0.170868	0.10933	0.124694	-1.478378792	13.43315091	0.392776255	-1.435972666	0.151010119	0.218571934	3.994003018	3.4505742	3.81237901	3.86516053	3.91189035	3.67926563	3.56799167	3.7648556	3.58136758	3.60897875	13	20	20	11	8	12	11	14
LRRC37A6P	0.01984	0.020477	0.026916	0.014719	0.105187	0.224338	0.166429	0.16275	5.430554034	8.087252224	0.613269784	3.980465783	6.87804E-05	0.000236708	1.322462693	3.773318889	2.55929991	2.55485235	2.57487723	2.53749449	2.95108734	3.29068601	3.16341605	3.13685949	2	3	3	2	8	15	16	18
WASHC2A	11.051458	7.567772	11.168717	7.703196	14.021174	9.209975	14.378592	8.810673	1.072350844	653.817689	0.232463385	0.433517706	0.664638706	0.739851447	9.301444107	9.402283373	9.40501635	9.20569748	9.40765445	9.21842213	9.54852261	9.16754228	9.56163631	9.13260009	581	643	752	514	714	442	955	682
GVINP1	0.011075	0.056081	0.015591	0.048619	0.091233	0.043082	0.07656	0.061634	1.542915868	6.305984213	0.652504394	0.958858519	0.337630024	0.428189175	2.3006725	2.942063035	2.38160762	2.6933752	2.33208047	2.68636009	2.81667796	2.53003919	2.74644541	2.63679147	2	9	2	7	9	4	10	9
INSC	1.003122	2.753006	0.731863	2.539009	0.265908	1.913824	0.256555	2.489447	-1.719833715	61.64155268	0.778226762	-1.00519427	0.314803314	0.404218971	6.285206591	5.501237898	5.48989233	6.39251824	5.25746933	6.31750057	4.75678101	5.89498095	4.70820284	6.10558172	34	146	31	106	9	59	11	122
LIPT2	1.056751	0.908623	1.514727	1.08142	0.334282	0.347994	0.581136	0.411914	-2.941414624	25.20498356	0.325982937	-4.774820961	1.79867E-06	8.31373E-06	5.237537008	3.664786094	4.7770898	4.77569463	4.97337514	4.88734599	4.11756229	4.13045432	4.36669437	4.15899881	28	39	47	36	9	9	20	16
RPL13AP20	199.561935	134.836578	181.541962	125.235558	147.252426	121.199692	135.187225	107.855942	-1.449557359	1279.595486	0.173300933	-3.09064938	0.001997193	0.004939016	10.56442292	10.02915469	10.5971591	10.37627146	10.51345177	10.30889482	10.26876355	10.07919242	10.19593769	9.98786282	1469	1606	1726	1169	1050	813	1269	1170
C12orf75	20.544771	63.334267	20.26075	66.886398	18.04533	45.475964	18.749956	48.957859	-1.594274907	714.3788214	0.547062105	-1.230025648	0.218687501	0.299145712	9.778125064	9.105197381	8.87560779	9.96974973	8.8657821	10.0162031	8.72761126	9.44382677	8.75367852	9.51108709	313	1562	399	1292	267	632	365	1099
KMT5A	13.096296	12.407835	10.139412	10.987	14.043575	20.493135	14.411976	21.543465	1.321517518	530.7160103	0.205690397	1.955344315	0.050542444	0.085506216	8.836877864	9.238810302	8.9297766	9.00584562	8.73094044	8.98187838	9.00208351	9.30597911	8.96426471	9.28122161	384	591	385	452	436	605	549	947
SHISA2	3.876039	1.047808	3.633987	1.29874	1.808385	2.352703	2.017787	2.187612	-1.329981295	87.54986045	0.407437869	-1.009739119	0.312620295	0.40195897	6.64425852	6.230199738	6.86427036	5.96672316	6.81458875	6.12023906	6.20248408	6.3774785	6.27556694	6.31484824	125	55	152	54	57	70	83	104
NHLRC3	4.768786	2.752092	3.780624	2.276083	1.927668	1.705594	2.22155	2.334075	-1.873193529	130.299344	0.23487507	-3.855240822	0.000115616	0.000380915	7.411437499	6.497570218	7.43154593	7.11202191	7.2664785	6.96588073	6.6820537	6.58297276	6.78654086	6.80038463	184	175	194	115	74	62	113	137
C15orf52	10.920046	9.512033	11.809037	9.48126	6.050765	12.045214	6.068875	11.928576	-1.354781523	696.241687	0.269647177	-1.624568152	0.104254608	0.159138334	9.646009449	9.207718316	9.5287111	9.53250602	9.59755278	9.52612698	8.98873032	9.52250275	8.98847361	9.51710985	649	915	906	715	349	652	460	1044
TNFAIP8L3	17.192272	14.386268	19.079727	14.283163	3.523965	2.464721	3.7717	2.209126	-5.991797861	273.4786796	0.1839767	-14.03976133	8.90119E-45	5.88097E-43	8.871977728	6.293403929	8.40997681	8.3766503	8.50882841	8.36423049	7.06004091	6.88486084	7.09977814	6.80785059	385	521	551	405	77	57	108	82
GOLGA2P7	1.069138	1.008612	1.316087	1.060564	2.843658	2.589224	2.742973	2.642242	2.055102223	83.74044419	0.175088602	5.935338694	2.9324E-09	2.09179E-08	5.773431136	6.817397131	5.97580874	6.02307114	6.10534262	6.05556514	6.65162925	6.54546583	6.61535711	6.56198232	41	62	64	51	104	89	131	146
C16orf87	1.138754	1.282157	1.371325	1.214301	1.637319	1.819844	1.808876	1.881233	1.220411534	142.4251323	0.149888661	1.917207866	0.055211529	0.092530988	7.001559374	7.291970352	6.93219067	7.14363903	7.0845973	7.0920453	7.16626005	7.23946079	7.23432893	7.26913161	89	164	140	121	125	133	179	222
C17orf100	1.6008	1.246993	1.684227	1.378735	1.370497	0.677121	1.279807	0.529866	-1.760160885	26.42897213	0.376054564	-2.169119538	0.03007361	0.054456903	5.070578955	4.267050893	4.84953972	4.79218311	4.88730565	4.851889	4.72059363	4.30387674	4.6656991	4.18268301	28	36	38	31	24	11	29	14
LRRC75A	0.373084	0.227049	0.477311	0.219399	1.228014	0.759594	1.407724	0.754604	2.743183329	25.01977762	0.402820962	3.614139228	0.000301347	0.00090018	3.739971395	5.19685933	4.2556206	4.08749516	4.38921184	4.0763982	4.96056295	4.59560601	5.06604169	4.58955863	12	12	20	9	38	22	57	35
CCDC103	3.229716	0.889923	3.39672	0.644313	1.097269	0.483568	1.171405	0.468199	-2.711081116	34.28786429	0.588801801	-2.44372262	0.014536598	0.028795842	5.646596506	4.207944861	5.58500828	4.75093695	5.63858477	4.57699441	4.76720492	4.31263961	4.78823622	4.30556258	63	29	86	17	22	9	30	15
YPEL2	4.692653	1.886937	4.762166	1.967995	1.758395	0.233117	1.705398	0.181616	-3.842700247	154.6892857	0.706785842	-2.747820242	0.005999289	0.013177105	7.939322108	5.998247834	7.77219412	7.07856715	7.78848093	7.10834912	6.84259681	5.63946358	6.81292559	5.51200913	274	179	359	146	100	13	127	16
LYPLA2P2	0.922577	1.124346	1.059195	1.135263	1.696621	1.059152	1.428388	1.14042	1.058362122	26.07819678	0.306018263	0.267413237	0.789151009	0.844119991	4.656409052	4.75156655	4.55663321	4.75228721	4.63091703	4.75218052	4.88604605	4.58212834	4.767736	4.5990418	17	33	25	26	30	18	33	30
ZNF790	2.653362	2.303681	4.075783	1.606832	2.472702	2.021539	2.354928	2.01435	-1.345612814	78.83931884	0.2675273	-1.600821108	0.109416547	0.16591083	6.497385575	6.073238435	6.37264648	6.34610379	6.66867397	6.09759096	6.26397212	6.06571274	6.22839794	6.09041599	73	99	135	56	66	49	83	82
BLOC1S3	3.986741	3.917145	3.894534	4.007207	5.425803	4.827734	4.783003	4.724025	1.062437028	154.3038408	0.144763995	0.603584703	0.546119785	0.631491044	7.223060711	7.314743264	7.19214308	7.28993249	7.17221322	7.30749412	7.38417076	7.26121267	7.27774745	7.24429484	116	184	146	148	153	128	177	202
ZNF808	2.412346	1.799645	2.52355	2.067893	2.300857	1.741136	2.16681	1.765135	-1.281009649	97.86565637	0.184372018	-1.93782845	0.052644156	0.088721667	6.779855535	6.423678014	6.71631952	6.60180258	6.75646245	6.71049594	6.62261143	6.39615894	6.57776014	6.40208694	93	113	126	102	86	62	107	101
ZNF888	3.516207	2.269885	4.970313	2.539757	4.017715	3.676202	3.844553	4.392299	1.040321904	120.2379152	0.241618866	0.236032923	0.813407123	0.864652327	6.881768732	6.937195127	6.88991743	6.66215158	7.16811237	6.74703849	6.93572446	6.83961613	6.89964213	6.9857908	98	102	178	90	108	93	136	180
ZNF749	1.261153	1.153739	1.69208	1.477526	1.988192	2.588898	2.136881	3.254829	1.498161841	107.0221879	0.226956153	2.569630631	0.0101807	0.021079696	6.423769878	7.00217332	6.43258678	6.46221413	6.64439945	6.66019673	6.70728666	6.87625364	6.76811628	7.09081853	60	88	103	90	90	108	128	224
ZNF324B	1.041736	1.024275	1.145891	0.988599	1.92561	2.692408	2.057847	2.451504	1.840849064	65.25289241	0.202790201	4.341291329	1.41648E-05	5.54342E-05	5.518834866	6.403544854	5.69672173	5.78265901	5.76302425	5.75097956	6.09034163	6.32328229	6.13685548	6.25387296	35	56	50	42	63	82	88	121
RNF207	0.322427	0.443318	0.340557	0.325335	0.677282	1.119393	0.779292	1.029244	2.096831739	33.15457058	0.298366803	3.580194192	0.000343339	0.001013851	4.41356716	5.49177419	4.64830396	4.88778831	4.66009525	4.72044857	5.04319354	5.37505476	5.13526795	5.31421044	15	32	20	19	30	46	45	68
TRNP1	29.384163	40.412189	28.219416	42.053333	9.356839	13.754562	9.125704	14.417877	-3.574354197	641.2137992	0.267338625	-6.873988378	6.24313E-12	6.1266E-11	9.968860726	8.130791372	9.38690874	9.81331954	9.3511012	9.84626941	8.40917661	8.66846331	8.38997281	8.70522668	639	1422	792	1159	197	273	253	462
FAM69A	3.568056	8.866589	4.168323	7.447806	11.371873	12.266419	11.340288	14.14501	1.858960102	302.0599053	0.316345139	2.827594601	0.004689916	0.010565993	7.722669259	8.617981846	7.50676499	8.12464247	7.62580814	8.1953911	8.35759949	8.41475237	8.37379095	8.54372814	101	321	155	275	313	325	420	605
NOTCH2NL	5.775091	3.760352	5.847416	3.96087	3.775327	3.814534	3.858647	3.797696	-1.465363368	309.4180675	0.152332308	-3.618788837	0.000295985	0.00088609	8.523392586	7.97084983	8.51342913	8.26624183	8.52445529	8.3061997	8.09473704	8.07930524	8.11134852	8.07496324	343	361	448	298	217	207	292	332
LINC01138	1.845585	3.213184	1.073895	1.005414	0.343311	0.334904	0.227199	0.248085	-5.923429064	26.02898105	0.429660071	-5.973169877	2.32687E-09	1.68811E-08	5.473419872	2.931544406	5.03458271	5.19955956	4.62337517	4.68551774	3.97013146	3.92961336	3.80259551	3.81976481	43	73	32	30	8	7	7	9
LYSMD1	4.752316	3.052837	5.111831	3.767347	2.176286	2.101296	1.983455	1.643205	-2.278635194	98.93732437	0.21728471	-5.468263143	4.54467E-08	2.72042E-07	7.101398197	5.920165258	6.97335592	6.70118257	6.98485866	6.71074652	6.29238253	6.24827049	6.22799098	6.07769541	131	133	171	106	58	53	70	67
C1orf53	2.860843	1.697632	3.676884	3.114584	2.023263	2.17003	2.503359	1.885851	-1.507673736	23.52944214	0.34089471	-1.737557795	0.082288762	0.130611209	4.824032425	4.227535252	4.61081399	4.37995802	4.79070345	4.77355524	4.36291234	4.41368504	4.49517729	4.3219351	22	21	37	31	15	16	25	22
TMEM81	1.888134	1.519878	2.468157	0.717315	1.140693	1.054758	0.566247	0.627337	-2.249481694	23.12915982	0.444391576	-2.631896482	0.008490973	0.017957201	4.991577757	3.852457025	4.73743252	4.67507602	4.92537497	4.22740611	4.36752691	4.31262209	4.00829859	4.03207106	29	37	48	14	17	15	11	14
COA6	24.729188	22.755291	23.293677	23.23946	34.057527	48.901074	35.030788	42.89116	1.448479471	314.4311837	0.158570484	3.370988247	0.000748991	0.002055298	8.004404649	8.539467434	8.11064208	8.13758499	8.06189575	8.16411101	8.29916008	8.59602577	8.31677518	8.47292221	210	305	255	248	275	377	370	528
SMIM26	62.044788	36.498886	55.945719	30.153896	47.913886	44.349817	50.709604	45.893166	-1.122663993	342.7847167	0.214663782	-0.777616977	0.43679485	0.527683561	8.502742688	8.334683752	8.66987702	8.33932273	8.58060804	8.18293079	8.38782938	8.29671772	8.43566154	8.32796674	382	364	445	236	286	249	399	417
SNHG17	7.787579	10.779407	7.043846	8.637326	14.187127	16.488336	16.012059	16.336948	1.543413281	178.8704019	0.213281344	2.93567367	0.003328242	0.007767366	7.134147121	7.763331839	7.13553282	7.5052517	7.06542236	7.32320091	7.5522564	7.66930518	7.65058613	7.63386383	97	218	114	137	171	191	253	295
MIR99AHG	0.210095	0.034668	0.081224	0.043936	0.167459	0.049352	0.181465	0.084328	1.104882596	5.330538446	0.79669128	0.180613346	0.85667108	0.898486519	2.357633801	2.468788254	2.60768732	2.16756297	2.24650631	2.21879127	2.54176643	2.08064106	2.48364272	2.24158364	9	3	4	3	8	1	9	5
LRRC75B	1.368695	0.603806	0.69412	0.653111	1.14188	0.311267	2.192843	0.286881	1.038091342	15.32405037	0.696635025	0.077419869	0.938289535	0.961719458	3.915428809	3.959683363	4.08354389	3.72091618	3.72643121	3.76459999	3.95457971	3.38081082	4.36862406	3.33480572	19	14	13	12	16	4	39	6
BOLA3	11.946297	31.775271	13.096074	28.765152	46.20642	103.298117	47.989594	109.06098	3.008404743	338.1699347	0.468087608	3.394660848	0.000687137	0.001899233	7.397866171	8.987811082	7.26645811	8.07115936	7.31721666	7.97649551	8.21020377	8.92198772	8.24496814	8.97686222	71	304	100	213	266	569	365	970
C2orf81	10.103155	5.999764	10.710572	0.565255	0.62364	0.221297	0.825144	0.220569	-16.28652301	112.9505652	0.752456265	-5.349954435	8.79764E-08	5.04853E-07	7.733558908	3.708292573	7.33063496	6.96037011	7.3862008	5.0916044	5.03012726	4.62227563	5.17019466	4.56373879	251	242	341	18	15	5	26	8
FUNDC2P2	0.296789	0.253367	0.205613	0.219407	0.384211	0.272942	0.300161	0.23838	1.044211582	6.022988292	0.560875737	0.111279669	0.911394577	0.941337569	2.551202658	2.628715234	2.6442861	2.58101816	2.50365025	2.55017874	2.6877824	2.57798553	2.58906306	2.48701687	6	7	5	5	7	5	7	6
C2orf68	8.465853	4.27307	8.226061	4.516907	8.248219	6.398165	8.73034	6.365263	1.018998139	389.5248196	0.254444297	0.106708689	0.915020089	0.944003955	8.592290231	8.618731511	8.78687021	8.33527154	8.76320784	8.37745598	8.7016363	8.46318815	8.75094589	8.45926057	403	329	506	273	380	278	530	446
PLEKHM3	2.784891	1.666524	2.792367	1.484592	1.344211	0.800123	1.673986	0.892834	-2.117616263	224.2178571	0.313347088	-3.45444787	0.000551421	0.001554016	8.251070547	7.167645972	8.19172852	7.86385927	8.19576664	7.76230705	7.51504049	7.10948346	7.68919671	7.18241163	305	295	395	206	143	80	234	144
C2orf82	0.294013	0.142933	0.271365	0.117084	0.508848	0.160985	0.318164	0.118527	1.180303292	9.780403931	0.610449919	0.391772718	0.695226155	0.766989833	3.15803158	3.410707146	3.33187185	3.09227036	3.29949502	3.01918939	3.60119892	3.0489869	3.34612104	2.94771314	10	8	12	5	17	5	14	6
FAM212A	1.339345	2.038563	1.113078	1.445411	0.349096	0.547412	0.132584	0.688691	-4.115864313	14.43048886	0.534920117	-3.815888313	0.000135694	0.000440952	4.53850281	2.490967258	3.88765373	4.26504462	3.77749728	4.02813734	3.27166513	3.4089278	3.0639756	3.48461303	16	39	17	22	4	6	2	12
VGLL3	5.861255	9.052654	6.200484	4.614419	3.014197	1.899472	3.232813	2.362643	-2.707263443	625.4762967	0.279664691	-5.137707147	2.78111E-07	1.47092E-06	9.835250628	8.398568887	9.45481943	9.89397593	9.50171885	9.25983707	8.82616707	8.47165001	8.88748288	8.62127031	677	1528	920	600	335	202	477	402
SMIM20	21.394491	13.854581	20.635078	12.881375	16.359161	11.723788	17.743046	12.190425	-1.363128131	216.0016716	0.227800791	-1.961894768	0.049774737	0.084392326	7.961443956	7.513761814	7.99868406	7.75187504	7.97008838	7.68812151	7.714985	7.42405453	7.77816979	7.45696621	242	254	302	185	180	121	256	204
PROB1	0.701655	0.237323	0.619151	0.149295	1.372501	0.262974	1.037437	0.317251	1.566472535	25.12707553	0.672204983	0.963276814	0.335408625	0.425852797	4.291770394	4.938656827	4.68797971	4.12441193	4.59157848	3.94470242	5.13716166	4.08291696	4.90963032	4.14267604	26	14	29	7	49	9	48	17
